都道府県,市町村,一般競争 ,総合評価落札方式,プロポーザル方式,低入札価格調査・最低制限価格制度,予定価格の公表,R1年度競争入札平均落札率
兵庫県 ,多可町,導入していない ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.831
兵庫県 ,稲美町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.937
兵庫県 ,播磨町,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,-
兵庫県 ,市川町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.621
兵庫県 ,福崎町,導入していない ,導入していない ,試行導入 ,最低制限価格制度のみ導入,全案件事後公表 ,-
兵庫県 ,神河町,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.894
兵庫県 ,太子町,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事後公表 ,0.755
兵庫県 ,上郡町,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.888
兵庫県 ,佐用町,本格導入 ,導入していない ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.782
兵庫県 ,香美町,試行導入 ,2007年試行導入 ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.791
兵庫県 ,新温泉町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.921
奈良県 ,奈良市,本格導入 ,導入していない ,試行導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.747
奈良県 ,大和高田市,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.731
奈良県 ,大和郡山市,導入していない ,2002年試行導入 ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.766
奈良県 ,天理市,試行導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.87
奈良県 ,橿原市,本格導入 ,2012年本格導入 ,本格導入,低入札価格調査制度及び最低制限価格制度を併用,全案件事前公表 ,0.63
奈良県 ,桜井市,本格導入 ,2009年本格導入 ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.838
奈良県 ,五條市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.839
奈良県 ,御所市,本格導入 ,導入していない ,導入していない,低入札価格調査制度及び最低制限価格制度を併用,全案件事前公表 ,0.803
奈良県 ,生駒市,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.644
奈良県 ,香芝市,試行導入 ,2017年本格導入 ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.774
奈良県 ,葛城市,試行導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.912
奈良県 ,宇陀市,導入していない ,導入していない ,試行導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.858
奈良県 ,山添村,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.833
奈良県 ,平群町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事後公表 ,0.797
奈良県 ,三郷町,本格導入 ,2012年本格導入 ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.865
奈良県 ,斑鳩町,本格導入 ,2008年本格導入 ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.87
奈良県 ,安堵町,本格導入 ,2013年本格導入 ,導入していない ,最低制限価格制度のみ導入,全案件事後公表 ,0.912
奈良県 ,川西町,本格導入 ,2012年本格導入 ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.8
奈良県 ,三宅町,本格導入 ,2009年試行導入 ,試行導入 ,いずれの制度も導入していない ,全案件事後公表 ,-
奈良県 ,田原本町,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.79
奈良県 ,曽爾村,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件非公表 ,-
奈良県 ,御杖村,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.888
奈良県 ,高取町,本格導入 ,2009年本格導入 ,本格導入 ,いずれの制度も導入していない ,全案件事後公表 ,0.893
奈良県 ,明日香村,本格導入 ,2012年試行導入 ,本格導入,低入札価格調査制度及び最低制限価格制度を併用,"案件により事後公表及
び事前公表を併用",-
奈良県 ,上牧町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.885
奈良県 ,王寺町,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.916
奈良県 ,広陵町,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.62
奈良県 ,河合町,本格導入 ,2008年本格導入 ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,-
奈良県 ,吉野町,試行導入 ,2015年試行導入 ,試行導入 ,いずれの制度も導入していない ,全案件事前公表 ,-
奈良県 ,大淀町,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.802
奈良県 ,下市町,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.897
奈良県 ,黒滝村,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.574
奈良県 ,天川村,本格導入 ,2007年本格導入 ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,-
奈良県 ,野迫川村,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,-
奈良県 ,十津川村,本格導入 ,2006年本格導入 ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.815
奈良県 ,下北山村,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.886
奈良県 ,上北山村,本格導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.93
奈良県 ,川上村,試行導入 ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.892
奈良県 ,東吉野村,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.888
和歌山県 ,和歌山市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,全案件事前公表 ,0.822
和歌山県 ,海南市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.92
和歌山県 ,橋本市,本格導入 ,導入していない ,本格導入 ,最低制限価格制度のみ導入,"原則非公表、一部案件
で事前公表",0.746
和歌山県 ,有田市,本格導入 ,導入していない ,本格導入 ,いずれの制度も導入していない ,全案件事前公表 ,0.87
和歌山県 ,御坊市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件事前公表 ,0.894
和歌山県 ,田辺市,導入していない ,導入していない ,導入していない,低入札価格調査制度及び最低制限価格制度を併用,全案件事前公表 ,0.909
和歌山県 ,新宮市,導入していない ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,0.85
和歌山県 ,紀の川市,本格導入 ,導入していない ,導入していない ,いずれの制度も導入していない ,全案件事前公表 ,-
和歌山県 ,岩出市,導入していない ,導入していない ,導入していない ,最低制限価格制度のみ導入,全案件非公表 ,-
